Tray	Soil	Treatment	Column	Row	Stage	Shoot_length	Shoot_fresh_weight	Root_dry_weight	Shoot_dry_weight
20	BN	Ino	B	8	5	43.7	0.64	0.0222	0.1443
20	BN	Ino	B	9	4	38	0.46	0.0149	0.1013
20	BN	Ino	B	10	5	40.5	0.54	0.0207	0.1201
20	BN	Ino	B	11	5	41.2	0.67	0.0221	0.1403
20	BN	Ino	B	12	5	42.6	0.83	0.0229	0.1726
20	BN	Ino	C	1	4	35.2	0.35	0.0113	0.0716
20	BN	Ino	C	2	4	25.6	0.21	0.0066	0.0375
20	BN	Ino	C	3	5	40.6	0.51	0.0105	0.0977
20	BN	Ino	C	4	5	34.2	0.35	0.0103	0.0669
20	BN	Ino	C	5	5	40.3	0.56	0.0224	0.1198
20	BN	Ino	C	6	5	38.2	0.7	0.0214	0.1382
20	BN	Ino	C	7	4	43.1	0.51	0.0268	0.1238
20	BN	Ino	C	8	5	42.6	0.65	0.0212	0.1402
20	BN	Ino	C	9	5	41.1	0.61	0.0204	0.1325
20	BN	Ino	C	10	5	38.7	0.61	0.019	0.1291
20	BN	Ino	C	11	5	39.2	0.61	0.0164	0.1284
20	BN	Ino	C	12	4	44.6	0.66	0.0254	0.1486
20	BN	Ino	D	1	5	39.2	0.55	0.0191	0.1122
20	BN	Ino	D	2	5	38.1	0.66	0.0201	0.1345
20	BN	Ino	D	3	5	39.2	0.59	0.029	0.1389
20	BN	Ino	D	4	5	40.1	0.65	0.0198	0.1322
20	BN	Ino	D	5	5	38.2	0.6	0.0184	0.1281
20	BN	Ino	D	6	4	38.2	0.57	0.0185	0.1221
20	BN	Ino	D	7	5	38.9	0.65	0.0283	0.1543
20	BN	Ino	D	8	4	41.2	0.49	0.0214	0.1182
20	BN	Ino	D	9	5	38.6	0.61	0.0171	0.1218
20	BN	Ino	D	10	5	41.3	0.56	0.0171	0.1173
20	BN	Ino	D	11	3	34.4	0.33	NA	0.0939
20	BN	Ino	D	12	NA	NA	NA	NA	NA
20	BN	Ino	E	1	6	45	1.04	NA	0.2083
20	BN	Ino	E	2	2	9.5	0.04	0.0011	0.0067
20	BN	Ino	E	3	5	38.3	0.57	0.0205	0.1218
20	BN	Ino	E	4	5	16.4	0.13	0.0049	0.0266
20	BN	Ino	E	5	5	40.2	0.57	0.023	0.1066
20	BN	Ino	E	6	5	40.2	0.63	0.0238	0.1272
20	BN	Ino	E	7	5	41.2	0.75	0.0196	0.1521
20	BN	Ino	E	8	5	39.6	0.47	0.0229	0.1188
20	BN	Ino	E	9	4	31.3	0.35	0.0147	0.0774
20	BN	Ino	E	10	NA	NA	NA	NA	NA
20	BN	Ino	E	11	6	44.4	0.79	0.0275	0.1803
20	BN	Ino	E	12	5	40.5	0.62	0.0193	0.1343
20	BN	Ino	F	1	6	40.2	0.65	0.026	0.1419
20	BN	Ino	F	2	6	38.6	0.62	0.0198	0.1447
20	BN	Ino	F	3	6	41.6	0.72	0.0307	0.1578
20	BN	Ino	F	4	NA	NA	NA	NA	NA
20	BN	Ino	F	5	5	40	0.49	0.0196	0.13
20	BN	Ino	F	6	5	40.4	0.66	0.0255	0.1481
20	BN	Ino	F	7	6	42.3	0.84	0.0329	0.1917
20	BN	Ino	F	8	5	37.2	0.54	0.0154	0.1146
20	BN	Ino	F	9	5	39.9	0.66	0.027	0.1466
20	BN	Ino	F	10	4	36.2	0.42	0.0153	0.0845
20	BN	Ino	F	11	5	38	0.51	0.0189	0.1211
20	BN	Ino	F	12	NA	NA	NA	NA	NA
21	Sac	NC	A	1	6	43.9	0.96	0.0322	0.1816
21	Sac	NC	A	2	5	44	0.62	0.0176	0.1188
21	Sac	NC	A	3	5	45	0.66	0.0125	0.1191
21	Sac	NC	A	4	5	44.9	0.76	0.0184	0.147
21	Sac	NC	A	5	6	42.6	0.89	0.0227	0.1761
21	Sac	NC	A	6	5	43.2	0.64	0.0176	0.1154
21	Sac	NC	A	7	5	42	0.73	0.0206	0.1388
21	Sac	NC	A	8	6	43.4	0.8	0.0266	0.1364
21	Sac	NC	A	9	5	46.2	0.72	0.0195	0.1367
21	Sac	NC	A	10	5	43.1	0.72	0.0201	0.1459
21	Sac	NC	A	11	5	38.2	0.61	0.0186	0.1163
21	Sac	NC	A	12	5	42.6	0.67	0.0188	0.1285
21	Sac	NC	B	1	5	35.6	0.37	0.0109	0.0725
21	Sac	NC	B	2	4	36.2	0.28	0.0059	0.0535
21	Sac	NC	B	3	5	39	0.68	0.0165	0.1294
21	Sac	NC	B	4	5	43.2	0.78	0.0166	0.1484
21	Sac	NC	B	5	5	46.1	0.55	0.0135	0.0958
21	Sac	NC	B	6	5	44	0.5	0.0175	0.0872
21	Sac	NC	B	7	5	42.3	0.73	0.0188	0.1555
21	Sac	NC	B	8	5	44.6	0.62	0.0212	0.13
21	Sac	NC	B	9	5	47.1	0.68	0.0203	0.1193
21	Sac	NC	B	10	5	44	0.64	0.0138	0.112
21	Sac	NC	B	11	4	47.2	0.73	0.0196	0.132
21	Sac	NC	B	12	4	43.5	0.46	NA	0.0842
21	Sac	NC	C	1	5	45.3	0.74	0.0174	0.1638
21	Sac	NC	C	2	6	46.2	0.88	0.0114	0.1438
21	Sac	NC	C	3	5	43.2	0.64	0.0145	0.1193
21	Sac	NC	C	4	5	46.1	0.69	0.017	0.1304
21	Sac	NC	C	5	4	45.2	0.6	0.014	0.1094
21	Sac	NC	C	6	5	46.4	0.56	0.015	0.0986
21	Sac	NC	C	7	3	21.9	0.16	0.0047	0.0282
21	Sac	NC	C	8	5	43.7	0.59	0.0127	0.1055
21	Sac	NC	C	9	5	43	0.68	0.0172	0.1283
21	Sac	NC	C	10	5	45.2	0.83	0.0156	0.165
21	Sac	NC	C	11	5	46.8	0.68	0.0153	0.1184
21	Sac	NC	C	12	5	43.6	0.49	0.0093	0.0872
21	Sac	NC	D	1	5	45.7	0.63	0.0225	0.1191
21	Sac	NC	D	2	5	47.2	0.64	0.0147	0.1227
21	Sac	NC	D	3	5	43.6	0.7	0.0193	0.1383
21	Sac	NC	D	4	5	44.2	0.36	0.0092	0.0592
21	Sac	NC	D	5	5	43.6	0.43	0.0124	0.0704
21	Sac	NC	D	6	5	44.4	0.79	0.02	0.1529
21	Sac	NC	D	7	4	45.7	0.82	0.0188	0.1584
21	Sac	NC	D	8	6	48.4	1	0.0259	0.1786
21	Sac	NC	D	9	4	40.2	0.57	0.0161	0.1088
21	Sac	NC	D	10	5	47.2	0.84	0.0231	0.1614
21	Sac	NC	D	11	5	43.2	0.67	0.0177	0.1266
21	Sac	NC	D	12	5	46	0.8	0.03	0.1392
21	Sac	NC	E	1	5	40.7	0.56	0.015	0.1137
21	Sac	NC	E	2	5	45.6	0.71	0.0221	0.1392
21	Sac	NC	E	3	5	46.2	0.76	0.0223	0.1497
21	Sac	NC	E	4	5	44.2	0.63	0.0253	0.1099
21	Sac	NC	E	5	5	45.3	0.73	0.0168	0.1344
21	Sac	NC	E	6	5	44.2	0.65	NA	0.1209
21	Sac	NC	E	7	5	40.6	0.52	0.0138	0.0927
21	Sac	NC	E	8	NA	NA	NA	NA	NA
21	Sac	NC	E	9	5	45.1	0.74	0.0165	0.1465
21	Sac	NC	E	10	5	44	0.73	0.0194	0.1442
21	Sac	NC	E	11	4	43.9	0.46	0.0113	0.0829
21	Sac	NC	E	12	4	40.3	0.5	0.0134	0.0911
21	Sac	NC	F	1	5	46.4	0.57	0.0176	0.108
21	Sac	NC	F	2	5	44.6	0.77	0.0237	0.1506
21	Sac	NC	F	3	6	44.3	0.8	0.0207	0.1557
21	Sac	NC	F	4	4	29.8	0.22	0.0058	0.0327
21	Sac	NC	F	5	5	43	0.57	0.0165	0.0996
21	Sac	NC	F	6	5	45	0.64	0.0148	0.1143
21	Sac	NC	F	7	5	43.3	0.57	0.0191	0.1083
21	Sac	NC	F	8	5	44.7	0.43	0.0129	0.0772
21	Sac	NC	F	9	5	43.3	0.68	0.0278	0.1305
21	Sac	NC	F	10	5	46.1	0.7	0.0153	0.1414
21	Sac	NC	F	11	4	44.2	0.59	0.0212	0.1131
21	Sac	NC	F	12	5	45.3	0.51	0.0146	0.092
22	Dav	Ino	A	1	6	49.1	0.88	0.0215	0.1735
22	Dav	Ino	A	2	5	39.2	0.37	NA	0.071
22	Dav	Ino	A	3	6	47.2	1.07	0.023	0.2135
22	Dav	Ino	A	4	5	47.2	0.97	0.0222	0.1933
22	Dav	Ino	A	5	6	45.1	0.73	0.0172	0.1432
22	Dav	Ino	A	6	6	48.8	1.14	0.0248	0.2204
22	Dav	Ino	A	7	5	42.3	0.67	0.0153	0.127
22	Dav	Ino	A	8	6	47.2	0.95	0.0213	0.185
22	Dav	Ino	A	9	5	47.3	0.83	0.0156	0.1602
22	Dav	Ino	A	10	5	47.1	0.67	0.0185	0.1332
22	Dav	Ino	A	11	6	49.2	1.06	0.0223	0.2055
22	Dav	Ino	A	12	6	47.4	0.81	0.0223	0.1574
22	Dav	Ino	B	1	6	42.3	0.85	0.0179	0.1702
22	Dav	Ino	B	2	6	48	1.05	0.0235	0.2004
22	Dav	Ino	B	3	5	50.3	0.85	0.0149	0.1531
22	Dav	Ino	B	4	3	18.7	0.12	0.0036	0.0218
22	Dav	Ino	B	5	5	46	0.8	0.0176	0.1533
22	Dav	Ino	B	6	5	47.3	0.7	0.0187	0.136
22	Dav	Ino	B	7	6	49.2	1.04	0.0227	0.1975
22	Dav	Ino	B	8	6	48.2	0.96	0.0199	0.1807
22	Dav	Ino	B	9	5	46	0.6	0.0151	0.1131
22	Dav	Ino	B	10	5	50.6	0.97	0.025	0.1882
22	Dav	Ino	B	11	5	43.6	0.62	0.0155	0.1288
22	Dav	Ino	B	12	5	49.7	1.1	0.0245	0.2077
22	Dav	Ino	C	1	6	44.2	0.88	0.0236	0.1712
22	Dav	Ino	C	2	5	44.5	0.67	0.0178	0.1277
22	Dav	Ino	C	3	6	47.6	0.98	0.0213	0.1887
22	Dav	Ino	C	4	5	42.2	0.71	0.0157	0.1395
22	Dav	Ino	C	5	5	45.1	0.73	0.019	0.1453
22	Dav	Ino	C	6	5	48.2	1.19	0.029	0.2275
22	Dav	Ino	C	7	NA	NA	NA	NA	NA
22	Dav	Ino	C	8	5	47.8	0.93	0.0242	0.176
22	Dav	Ino	C	9	5	50.5	0.85	0.0179	0.1525
22	Dav	Ino	C	10	5	46.4	0.88	0.0203	0.168
22	Dav	Ino	C	11	5	45.4	0.73	0.0173	0.1421
22	Dav	Ino	C	12	5	48.1	0.79	0.0145	0.15
22	Dav	Ino	D	1	5	44.2	0.82	0.0135	0.1614
22	Dav	Ino	D	2	5	44.7	0.64	0.0153	0.1242
22	Dav	Ino	D	3	5	47	0.77	0.0153	0.1352
22	Dav	Ino	D	4	NA	NA	NA	NA	NA
22	Dav	Ino	D	5	6	46.5	0.95	0.0211	0.187
22	Dav	Ino	D	6	6	47.1	1.02	0.0226	0.1973
22	Dav	Ino	D	7	5	43.3	0.55	0.0116	0.1009
22	Dav	Ino	D	8	5	48.3	0.74	0.0176	0.1345
22	Dav	Ino	D	9	5	47.4	1.01	0.0216	0.1945
22	Dav	Ino	D	10	5	47.6	0.83	0.0196	0.1529
22	Dav	Ino	D	11	4	49	0.55	0.012	0.0962
22	Dav	Ino	D	12	6	46.6	0.88	0.0224	0.1737
22	Dav	Ino	E	1	5	49.4	0.67	0.0158	0.1272
22	Dav	Ino	E	2	6	48.1	0.93	0.0242	0.1892
22	Dav	Ino	E	3	4	31	0.37	0.0119	0.0758
22	Dav	Ino	E	4	5	41.2	0.64	0.0135	0.1275
22	Dav	Ino	E	5	4	34.2	0.4	0.0133	0.0743
22	Dav	Ino	E	6	6	48	0.89	0.0218	0.1746
22	Dav	Ino	E	7	NA	NA	NA	NA	NA
22	Dav	Ino	E	8	5	48.1	0.75	0.0187	0.1466
22	Dav	Ino	E	9	5	45.4	0.95	0.0182	0.1806
22	Dav	Ino	E	10	5	47.8	0.53	0.0182	0.0949
22	Dav	Ino	E	11	7	50	1.21	0.0295	0.2402
22	Dav	Ino	E	12	6	39.6	0.67	0.0156	0.1493
22	Dav	Ino	F	1	5	45	0.54	0.0126	0.1083
22	Dav	Ino	F	2	6	45.7	1.03	0.0284	0.1974
22	Dav	Ino	F	3	5	43.4	0.76	0.0195	0.1504
22	Dav	Ino	F	4	5	42.7	0.62	0.0189	0.1189
22	Dav	Ino	F	5	6	44.3	0.98	NA	0.1977
22	Dav	Ino	F	6	5	48	0.81	0.0163	0.1563
22	Dav	Ino	F	7	5	47.4	0.75	0.0202	0.146
22	Dav	Ino	F	8	5	46.1	0.82	0.0182	0.1742
22	Dav	Ino	F	9	5	44.5	0.76	0.0206	0.1472
22	Dav	Ino	F	10	6	46.6	1.01	0.025	0.1986
22	Dav	Ino	F	11	5	47.2	0.62	0.0145	0.113
22	Dav	Ino	F	12	5	42.5	0.83	0.0238	0.1672
23	BN	NC	A	1	5	37	0.44	0.0134	0.0818
23	BN	NC	A	2	4	33.6	0.4	0.0109	0.0787
23	BN	NC	A	3	4	37.6	0.51	0.0095	0.1068
23	BN	NC	A	4	3	21	0.14	0.0054	0.023
23	BN	NC	A	5	4	39.3	0.47	0.0138	0.0888
23	BN	NC	A	6	6	40.5	0.71	0.019	0.1368
23	BN	NC	A	7	5	41.3	0.52	0.0134	0.0984
23	BN	NC	A	8	5	31.8	0.43	0.0107	0.08
23	BN	NC	A	9	5	42.7	0.56	0.0133	0.1041
23	BN	NC	A	10	5	36.1	0.37	0.0095	0.0645
23	BN	NC	A	11	5	41	0.6	NA	0.116
23	BN	NC	A	12	4	36.2	0.35	0.0121	0.0664
23	BN	NC	B	1	4	38.3	0.45	0.0111	0.0867
23	BN	NC	B	2	5	38.4	0.42	0.0114	0.0797
23	BN	NC	B	3	4	39.5	0.2	0.0059	0.0364
23	BN	NC	B	4	5	38.4	0.46	0.0163	0.0961
23	BN	NC	B	5	4	40.5	0.51	0.0155	0.1027
23	BN	NC	B	6	4	28.7	0.32	0.0091	0.0651
23	BN	NC	B	7	5	38.8	0.54	0.0151	0.108
23	BN	NC	B	8	6	44.8	0.79	0.0307	0.1622
23	BN	NC	B	9	5	46.2	0.68	0.018	0.1339
23	BN	NC	B	10	5	40.4	0.51	0.0196	0.0934
23	BN	NC	B	11	4	42	0.74	0.0144	0.1494
23	BN	NC	B	12	5	40.5	0.54	0.0167	0.1029
23	BN	NC	C	1	4	40.3	0.68	NA	0.1401
23	BN	NC	C	2	5	39.8	0.5	0.0141	0.1002
23	BN	NC	C	3	5	42.6	0.62	0.0192	0.1236
23	BN	NC	C	4	4	38.7	0.45	0.0201	0.0927
23	BN	NC	C	5	5	38.2	0.42	0.0104	0.0787
23	BN	NC	C	6	5	41	0.6	0.0194	0.1188
23	BN	NC	C	7	4	42.2	0.61	0.0231	0.1194
23	BN	NC	C	8	4	34.2	0.32	0.0087	0.0565
23	BN	NC	C	9	5	44.3	0.59	0.0177	0.1118
23	BN	NC	C	10	5	39.6	0.63	0.0183	0.1297
23	BN	NC	C	11	4	40.4	0.42	0.0149	0.0749
23	BN	NC	C	12	5	41.1	0.5	0.0125	0.095
23	BN	NC	D	1	4	35.6	0.37	0.0123	0.0699
23	BN	NC	D	2	5	40.5	0.66	0.0172	0.1329
23	BN	NC	D	3	4	38.3	0.56	0.0258	0.1115
23	BN	NC	D	4	5	35.5	0.37	0.0101	0.0684
23	BN	NC	D	5	4	36.5	0.32	0.0095	0.0628
23	BN	NC	D	6	4	39.6	0.49	0.0128	0.0923
23	BN	NC	D	7	5	42.8	0.81	0.0205	0.1629
23	BN	NC	D	8	5	39.8	0.41	0.0084	0.0745
23	BN	NC	D	9	4	34.2	0.37	0.011	0.0672
23	BN	NC	D	10	5	39.7	0.37	0.0156	0.0755
23	BN	NC	D	11	4	35.7	0.35	0.0108	0.0696
23	BN	NC	D	12	4	34.1	0.36	0.0123	0.0689
23	BN	NC	E	1	5	40.8	0.61	0.0128	0.1148
23	BN	NC	E	2	5	39.2	0.46	0.0121	0.0864
23	BN	NC	E	3	3	31.5	0.21	0.0048	0.0389
23	BN	NC	E	4	3	41.5	0.31	0.0068	0.0556
23	BN	NC	E	5	6	43.6	0.9	0.0278	0.1852
23	BN	NC	E	6	4	40.2	0.52	0.0143	0.1043
23	BN	NC	E	7	5	43.2	0.63	0.0196	0.1211
23	BN	NC	E	8	5	38.2	0.44	0.0102	0.0774
23	BN	NC	E	9	4	38.8	0.55	0.0157	0.1051
23	BN	NC	E	10	5	41.3	0.54	0.0189	0.1004
23	BN	NC	E	11	4	32.8	0.34	0.0112	0.0701
23	BN	NC	E	12	4	37.9	0.36	0.0103	0.0634
23	BN	NC	F	1	4	38.5	0.5	0.0186	0.0968
23	BN	NC	F	2	4	38.2	0.45	0.014	0.0906
23	BN	NC	F	3	4	33.9	0.33	0.013	0.0639
23	BN	NC	F	4	5	42.2	0.65	0.017	0.1272
23	BN	NC	F	5	4	37.4	0.49	0.0148	0.0948
23	BN	NC	F	6	4	35.8	0.42	NA	0.0703
23	BN	NC	F	7	3	31	0.29	0.0074	0.0494
23	BN	NC	F	8	3	27.6	0.23	0.0067	0.0442
23	BN	NC	F	9	3	35.3	0.37	0.0112	0.0666
23	BN	NC	F	10	4	41.2	0.54	0.0173	0.1089
23	BN	NC	F	11	4	39.7	0.34	0.0103	0.0667
23	BN	NC	F	12	4	42.5	0.69	0.0241	0.1359
24	BA	Ino	A	1	5	35.4	0.48	NA	0.0971
24	BA	Ino	A	2	5	33.1	0.35	0.0098	0.0665
24	BA	Ino	A	3	3	29	0.25	0.0095	0.0487
24	BA	Ino	A	4	5	33.5	0.41	0.0096	0.0831
24	BA	Ino	A	5	5	30.2	0.33	0.0077	0.0609
24	BA	Ino	A	6	5	33	0.35	0.007	0.0731
24	BA	Ino	A	7	5	39.1	0.58	0.0155	0.1132
24	BA	Ino	A	8	5	33.2	0.36	0.0083	0.0705
24	BA	Ino	A	9	5	36.4	0.47	0.0066	0.0924
24	BA	Ino	A	10	5	36.2	0.42	0.0117	0.0798
24	BA	Ino	A	11	4	29.5	0.24	0.0098	0.0484
24	BA	Ino	A	12	4	28.1	0.24	0.0062	0.0464
24	BA	Ino	B	1	5	31.6	0.38	0.0114	0.0779
24	BA	Ino	B	2	4	34.2	0.29	0.0077	0.0568
24	BA	Ino	B	3	5	35.7	0.53	0.0114	0.1061
24	BA	Ino	B	4	5	35.3	0.44	0.0098	0.0783
24	BA	Ino	B	5	5	34.6	0.43	0.0141	0.0868
24	BA	Ino	B	6	5	34.6	0.38	0.0169	0.0744
24	BA	Ino	B	7	5	30.5	0.27	0.0084	0.0562
24	BA	Ino	B	8	5	32.5	0.38	0.0083	0.0496
24	BA	Ino	B	9	4	33.2	0.32	0.0088	0.0622
24	BA	Ino	B	10	5	35.5	0.44	0.0098	0.0832
24	BA	Ino	B	11	5	38.9	0.54	0.0107	0.1027
24	BA	Ino	B	12	5	37.4	0.55	0.0167	0.1068
24	BA	Ino	C	1	5	34.1	0.39	0.0091	0.0776
24	BA	Ino	C	2	5	34	0.46	0.0138	0.0948
24	BA	Ino	C	3	5	33.4	0.38	0.0106	0.0732
24	BA	Ino	C	4	4	31.1	0.31	0.0092	0.0626
24	BA	Ino	C	5	5	32.6	0.33	0.0094	0.0633
24	BA	Ino	C	6	5	34.3	0.4	0.0092	0.0732
24	BA	Ino	C	7	5	34.2	0.36	0.0132	0.0673
24	BA	Ino	C	8	5	34.6	0.41	0.0116	0.0743
24	BA	Ino	C	9	5	30.2	0.27	0.0075	0.0536
24	BA	Ino	C	10	5	36	0.36	0.0113	0.0704
24	BA	Ino	C	11	4	40.2	0.37	0.0088	0.0727
24	BA	Ino	C	12	5	31.3	0.4	0.0138	0.0765
24	BA	Ino	D	1	4	31.9	0.35	0.0083	0.0661
24	BA	Ino	D	2	5	34.2	0.36	0.0105	0.0708
24	BA	Ino	D	3	5	32.6	0.37	0.0101	0.0731
24	BA	Ino	D	4	5	34.7	0.46	0.0095	0.0916
24	BA	Ino	D	5	5	36.5	0.44	0.0097	0.0807
24	BA	Ino	D	6	5	33.6	0.36	NA	0.0646
24	BA	Ino	D	7	5	35.1	0.43	0.0129	0.0713
24	BA	Ino	D	8	5	35.6	0.43	0.0088	NA
24	BA	Ino	D	9	5	36	0.41	0.0091	0.0775
24	BA	Ino	D	10	5	36.1	0.42	0.0127	0.0784
24	BA	Ino	D	11	5	36.1	0.45	0.0099	0.0856
24	BA	Ino	D	12	NA	NA	NA	NA	NA
24	BA	Ino	E	1	4	31.2	0.33	0.0079	0.062
24	BA	Ino	E	2	5	34.1	0.41	0.0088	0.077
24	BA	Ino	E	3	4	30.3	0.35	0.0093	0.0693
24	BA	Ino	E	4	5	35.8	0.6	0.0164	0.1127
24	BA	Ino	E	5	NA	NA	NA	NA	NA
24	BA	Ino	E	6	5	34.1	0.55	0.0135	0.0998
24	BA	Ino	E	7	5	42.1	0.65	0.0174	0.1235
24	BA	Ino	E	8	5	31	0.33	0.0093	0.0571
24	BA	Ino	E	9	4	26.5	0.22	0.006	0.0425
24	BA	Ino	E	10	NA	NA	NA	NA	NA
24	BA	Ino	E	11	5	36	0.56	0.0129	0.1003
24	BA	Ino	E	12	5	36	0.53	0.0109	0.0933
24	BA	Ino	F	1	5	30	0.38	0.0099	0.0758
24	BA	Ino	F	2	5	33	0.41	0.0097	0.0804
24	BA	Ino	F	3	5	28.9	0.35	0.0087	0.0664
24	BA	Ino	F	4	5	34.8	0.48	0.0121	0.0901
24	BA	Ino	F	5	4	33.1	0.4	0.0075	0.0755
24	BA	Ino	F	6	5	35.7	0.44	0.0113	0.0887
24	BA	Ino	F	7	5	33.8	0.42	0.0114	0.0798
24	BA	Ino	F	8	5	35.2	0.48	0.0122	0.084
24	BA	Ino	F	9	5	34.8	0.46	0.0131	0.0828
24	BA	Ino	F	10	4	31.4	0.36	0.0083	0.0086
24	BA	Ino	F	11	5	35.6	0.52	0.0066	0.0805
24	BA	Ino	F	12	5	35.5	0.57	NA	0.1013
