Compartment	host_common_name	study	SampleID	depth	richness	shannon
Rhizosphere	maize	maize_ley	1792.C09A62	1232	686	8.94122453985938
Rhizosphere	maize	maize_ley	1792.C10A61	2933	1085	8.604725815984942
Rhizosphere	maize	maize_ley	1792.C10A62	1662	754	8.702752391918102
Rhizosphere	maize	maize_ley	1792.C10A63	1651	814	9.025793626102491
Rhizosphere	maize	maize_ley	1792.C11A61	1059	563	8.414992064668796
Rhizosphere	maize	maize_ley	1792.C11A62	1074	445	7.7524302349921275
Rhizosphere	maize	maize_ley	1792.C11A63	5442	1160	7.693295329926663
Rhizosphere	maize	maize_ley	1792.C12A61	1342	312	6.153973362864055
Rhizosphere	maize	maize_ley	1792.C12A62	1510	563	7.625035582795236
Rhizosphere	maize	maize_ley	1792.C12A63	1883	536	7.1982600316152
Rhizosphere	maize	maize_ley	1792.C13A61	1142	612	8.689798534899024
Rhizosphere	maize	maize_ley	1792.C13A62	1922	1011	9.349908857925785
Rhizosphere	maize	maize_ley	1792.C14A61	4373	436	6.10133199326885
Rhizosphere	maize	maize_ley	1792.C14A62	1178	451	7.522054780820402
Rhizosphere	maize	maize_ley	1792.C14A63	1980	858	8.870427156215658
Rhizosphere	maize	maize_ley	1792.C15A61	1718	762	8.85854823903078
Rhizosphere	maize	maize_ley	1792.C15A62	2753	1259	9.627652359005861
Rhizosphere	maize	maize_ley	1792.C15A63	2594	1274	9.672655335090178
Rhizosphere	maize	maize_ley	1792.C16A61	2784	1109	9.094064041624742
Rhizosphere	maize	maize_ley	1792.C16A63	1111	670	8.987640204475241
Rhizosphere	maize	maize_ley	1792.C17A61	3012	1341	9.783019166621555
Rhizosphere	maize	maize_ley	1792.C17A62	2333	1133	9.552367282147879
Rhizosphere	maize	maize_ley	1792.C18A61	2894	916	8.25528941888189
Rhizosphere	maize	maize_ley	1792.C18A62	3876	636	6.738350470952656
Rhizosphere	maize	maize_ley	1792.C19A61	3254	1236	9.385581125458673
Rhizosphere	maize	maize_ley	1792.C19A63	2979	1200	9.2224680553329
Rhizosphere	maize	maize_ley	1792.C20A61	1456	739	8.945347082578854
Rhizosphere	maize	maize_ley	1792.C20A62	3287	1186	8.880023387163673
Rhizosphere	maize	maize_ley	1792.C20A63	1502	726	8.843941677870504
Rhizosphere	maize	maize_ley	1792.C21A62	1455	852	9.383471528771944
Rhizosphere	maize	maize_ley	1792.C21A63	2173	1183	9.76837019456211
Rhizosphere	maize	maize_ley	1792.C22A62	1027	631	8.861591160552114
Rhizosphere	maize	maize_ley	1792.C23A61	1106	573	8.482728727283225
Rhizosphere	maize	maize_ley	1792.C23A62	1447	743	8.88396987737741
Rhizosphere	maize	maize_ley	1792.C23A63	1821	1002	9.53027231030714
Rhizosphere	maize	maize_ley	1792.C24A61	1195	665	8.945385613033716
Rhizosphere	maize	maize_ley	1792.C24A63	2575	834	8.147078729929516
Rhizosphere	maize	maize_ley	1792.C25A61	1736	540	7.377486304813003
Rhizosphere	maize	maize_ley	1792.C25A62	6234	1003	7.093376000224871
Rhizosphere	maize	maize_ley	1792.C25A63	1318	446	7.73123966877683
Rhizosphere	maize	maize_ley	1792.C27A61	1607	836	9.174426136111755
Rhizosphere	maize	maize_ley	1792.C27A62	2841	1128	9.279813575059267
Rhizosphere	maize	maize_ley	1792.C27A63	5702	969	6.705539372442165
Rhizosphere	maize	maize_ley	1792.C28A61	4058	736	6.674022229860897
Rhizosphere	maize	maize_ley	1792.C28A62	4421	581	5.95394279691901
Rhizosphere	maize	maize_ley	1792.C28A63	1360	728	9.052064604344524
Rhizosphere	maize	maize_ley	1792.C29A61	6179	492	5.22688124602081
Rhizosphere	maize	maize_ley	1792.C29A62	5989	648	5.7303266796418555
Rhizosphere	maize	maize_ley	1792.C29A63	4375	980	8.031768412291
Rhizosphere	maize	maize_ley	1792.C31A61	5537	793	6.090710613930441
Rhizosphere	maize	maize_ley	1792.C31A62	4962	543	5.535580372678435
Rhizosphere	maize	maize_ley	1792.C31A63	4909	720	6.256025673708761
Rhizosphere	maize	maize_ley	1792.C32A61	6320	964	6.965591460838212
Rhizosphere	maize	maize_ley	1792.C32A62	1744	475	6.965728462193997
Rhizosphere	maize	maize_ley	1792.C32A63	4837	663	6.115435911945319
Rhizosphere	maize	maize_ley	1792.C33A61	5043	506	5.531747034613445
Rhizosphere	maize	maize_ley	1792.C33A62	2744	954	8.857175628075336
Rhizosphere	maize	maize_ley	1792.C33A63	4622	195	4.570815499534936
Rhizosphere	maize	maize_ley	1792.I01A094	1520	320	6.389269916847551
Rhizosphere	maize	maize_ley	1792.I01A095	5444	475	5.994889509525883
Rhizosphere	maize	maize_ley	1792.I02A094	1124	357	6.903844433306037
Rhizosphere	maize	maize_ley	1792.I02A095	1102	561	8.42165810002341
Rhizosphere	maize	maize_ley	1792.I03A095	1985	334	6.138743190465904
Rhizosphere	maize	maize_ley	1792.I03A096	2831	771	8.075600715763771
Rhizosphere	maize	maize_ley	1792.I04A094	2279	488	6.963782109633708
Rhizosphere	maize	maize_ley	1792.I04A095	1772	218	5.559928736356622
Rhizosphere	maize	maize_ley	1792.I04A096	1294	361	7.484422674943381
Rhizosphere	maize	maize_ley	1792.I05A094	1445	399	6.572712118435587
Rhizosphere	maize	maize_ley	1792.I05A095	3008	584	6.236489679037513
Rhizosphere	maize	maize_ley	1792.I05A096	1153	443	7.751485290733357
Rhizosphere	maize	maize_ley	1792.I06A094	3176	467	6.300205178726323
Rhizosphere	maize	maize_ley	1792.I06A095	1752	452	6.796971245229089
Rhizosphere	maize	maize_ley	1792.I07A094	4510	759	7.353934004152528
Rhizosphere	maize	maize_ley	1792.I07A095	2394	923	8.805139043871153
Rhizosphere	maize	maize_ley	1792.I07A096	3219	628	7.32710867550743
Rhizosphere	maize	maize_ley	1792.I08A094	4668	830	7.380973181130801
Rhizosphere	maize	maize_ley	1792.I08A095	1061	183	5.683238305453544
Rhizosphere	maize	maize_ley	1792.I08A096	1297	201	5.830884787653407
Rhizosphere	maize	maize_ley	1792.I09A094	3959	916	7.6791546371445385
Rhizosphere	maize	maize_ley	1792.I09A095	4296	680	7.521298169736095
Rhizosphere	maize	maize_ley	1792.I09A096	3370	810	7.406431904048256
Rhizosphere	maize	maize_ley	1792.I10A094	1375	335	6.975719546878999
Rhizosphere	maize	maize_ley	1792.I10A095	2364	700	7.993693477308474
Rhizosphere	maize	maize_ley	1792.I10A096	1286	538	8.230013983325701
Rhizosphere	maize	maize_ley	1792.I11A094	3274	509	6.698308585116771
Rhizosphere	maize	maize_ley	1792.I11A096	4673	450	6.090784500614251
Rhizosphere	maize	maize_ley	1792.I12A094	1703	413	7.000123692799684
Rhizosphere	maize	maize_ley	1792.I12A095	5048	533	7.045133962142526
Rhizosphere	maize	maize_ley	1792.I13A094	1169	327	6.824137550370435
Rhizosphere	maize	maize_ley	1792.I13A095	3431	460	7.113165708868836
Rhizosphere	maize	maize_ley	1792.I13A096	3347	1520	9.84490113975035
Rhizosphere	maize	maize_ley	1792.I14A094	1452	475	7.716949477583122
Rhizosphere	maize	maize_ley	1792.I14A095	1152	618	8.643520039148012
Rhizosphere	maize	maize_ley	1792.I14A096	1436	491	7.445166182046916
Rhizosphere	maize	maize_ley	1792.I15A094	1142	361	7.040074593977984
Rhizosphere	maize	maize_ley	1792.I15A095	3832	1057	8.249053430779634
Rhizosphere	maize	maize_ley	1792.I15A096	3553	669	7.335707159461897
Rhizosphere	maize	maize_ley	1792.I16A094	3299	1020	8.200395689581045
Rhizosphere	maize	maize_ley	1792.I16A095	4948	590	6.148461028796027
Rhizosphere	maize	maize_ley	1792.I16A096	4995	763	6.616851944544477
Rhizosphere	maize	maize_ley	1792.I17A094	1868	427	6.585176011518968
Rhizosphere	maize	maize_ley	1792.I17A095	4297	811	7.4928679415801085
Rhizosphere	maize	maize_ley	1792.I18A094	3848	514	6.743492736046458
Rhizosphere	maize	maize_ley	1792.I18A095	4434	539	6.29053591513087
Rhizosphere	maize	maize_ley	1792.I18A096	3760	426	6.020241726415565
Rhizosphere	maize	maize_ley	1792.I19A094	1863	460	7.329490204057581
Rhizosphere	maize	maize_ley	1792.I19A095	5964	693	6.765779445691519
Rhizosphere	maize	maize_ley	1792.I19A096	3320	740	7.685502419507382
Rhizosphere	maize	maize_ley	1792.I20A094	1791	432	7.088651590465732
Rhizosphere	maize	maize_ley	1792.I20A095	3211	525	6.517097732867385
Rhizosphere	maize	maize_ley	1792.I20A096	5290	625	6.514796108287186
Rhizosphere	maize	maize_ley	1792.I21A094	3797	564	6.6294166855649275
Rhizosphere	maize	maize_ley	1792.I21A096	1264	293	6.361321762282337
Rhizosphere	maize	maize_ley	1792.I22A094	3685	882	8.03582576822239
Rhizosphere	maize	maize_ley	1792.I22A095	4574	347	4.942473486981853
Rhizosphere	maize	maize_ley	1792.I23A094	2433	515	6.72637153980809
Rhizosphere	maize	maize_ley	1792.I23A095	1144	450	7.818802063912473
Rhizosphere	maize	maize_ley	1792.I24A096	1159	319	6.849003617088007
Rhizosphere	maize	maize_ley	1792.I25A094	3278	314	5.902860850518098
Rhizosphere	maize	maize_ley	1792.I25A095	1370	449	7.583980116699568
Rhizosphere	maize	maize_ley	1792.I26A094	3544	996	8.60445227024468
Rhizosphere	maize	maize_ley	1792.I26A095	1050	228	5.96916022486733
Rhizosphere	maize	maize_ley	1792.I26A096	4507	772	7.109334807542305
Rhizosphere	maize	maize_ley	1792.I27A094	4304	556	6.255518399549622
Rhizosphere	maize	maize_ley	1792.I27A095	1568	403	7.405350912843291
Rhizosphere	maize	maize_ley	1792.I27A096	6011	256	5.122569513649346
Rhizosphere	maize	maize_ley	1792.I28A094	4382	417	6.152546380908438
Rhizosphere	maize	maize_ley	1792.I28A095	2909	405	6.430601970924016
Rhizosphere	maize	maize_ley	1792.I29A094	3940	641	6.8090798877327865
Rhizosphere	maize	maize_ley	1792.I29A095	4152	526	6.067025308542932
Rhizosphere	maize	maize_ley	1792.I30A094	3651	786	7.285804269351911
Rhizosphere	maize	maize_ley	1792.I30A096	2073	794	8.623687245361868
Rhizosphere	maize	maize_ley	1792.I32A094	4919	455	5.926366732813193
Rhizosphere	maize	maize_ley	1792.I32A095	3932	654	6.102817095543125
Rhizosphere	maize	maize_ley	1792.I32A096	5185	462	6.052795220506219
Rhizosphere	maize	maize_ley	1792.L01A094	3417	746	7.856940912972654
Rhizosphere	maize	maize_ley	1792.L01A095	1044	438	7.773259807083191
Rhizosphere	maize	maize_ley	1792.L02A094	3454	720	7.145643324279749
Rhizosphere	maize	maize_ley	1792.L02A096	4861	1061	7.660412946676978
Rhizosphere	maize	maize_ley	1792.L03A094	1757	560	7.649828965015839
Rhizosphere	maize	maize_ley	1792.L03A095	3205	920	8.08598290132802
Rhizosphere	maize	maize_ley	1792.L04A094	4734	668	5.831535142111527
Rhizosphere	maize	maize_ley	1792.L04A095	3976	1208	8.976584783546134
Rhizosphere	maize	maize_ley	1792.L04A096	3926	987	7.595148141504384
Rhizosphere	maize	maize_ley	1792.L05A094	1364	251	5.957021607653999
Rhizosphere	maize	maize_ley	1792.L05A095	1357	343	6.137030227478513
Rhizosphere	maize	maize_ley	1792.L05A096	3993	388	5.368841177244139
Rhizosphere	maize	maize_ley	1792.L06A094	1520	362	6.630943676205634
Rhizosphere	maize	maize_ley	1792.L06A095	3567	531	6.347823421566134
Rhizosphere	maize	maize_ley	1792.L07A094	5728	704	6.734049552047803
Rhizosphere	maize	maize_ley	1792.L07A095	3999	708	7.358627488369052
Rhizosphere	maize	maize_ley	1792.L07A096	1067	466	7.98857808237444
Rhizosphere	maize	maize_ley	1792.L08A094	3787	715	6.830672110728953
Rhizosphere	maize	maize_ley	1792.L08A095	3367	921	7.839107368090079
Rhizosphere	maize	maize_ley	1792.L09A094	4243	482	6.092011362095638
Rhizosphere	maize	maize_ley	1792.L09A095	2537	323	5.514077267769006
Rhizosphere	maize	maize_ley	1792.L09A096	3326	281	6.028420530617212
Rhizosphere	maize	maize_ley	1792.L10A094	2853	402	6.102436810977321
Rhizosphere	maize	maize_ley	1792.L10A095	1668	391	6.812240390446928
Rhizosphere	maize	maize_ley	1792.L11A094	1536	359	6.600390297462565
Rhizosphere	maize	maize_ley	1792.L11A095	1122	371	7.241776778273647
Rhizosphere	maize	maize_ley	1792.L11A096	4463	310	5.666303884223543
Rhizosphere	maize	maize_ley	1792.L12A094	2807	1056	8.876499381642255
Rhizosphere	maize	maize_ley	1792.L12A095	3663	273	5.411681035575704
Rhizosphere	maize	maize_ley	1792.L13A096	1020	442	7.65549780003881
Rhizosphere	maize	maize_ley	1792.L14A094	1274	338	6.469886447841404
Rhizosphere	maize	maize_ley	1792.L14A095	4115	880	7.415905483603879
Rhizosphere	maize	maize_ley	1792.L14A096	1630	726	8.6900347567955
Rhizosphere	maize	maize_ley	1792.L15A094	1074	333	6.771965038417381
Rhizosphere	maize	maize_ley	1792.L15A095	5725	1133	6.898939413261176
Rhizosphere	maize	maize_ley	1792.L16A094	2526	613	6.8507199136555
Rhizosphere	maize	maize_ley	1792.L16A095	1853	476	7.054617789094481
Rhizosphere	maize	maize_ley	1792.L16A096	2170	637	7.526786333942698
Rhizosphere	maize	maize_ley	1792.L17A094	4349	1152	8.41906014689827
Rhizosphere	maize	maize_ley	1792.L17A095	3686	440	6.208708035694292
Rhizosphere	maize	maize_ley	1792.L18A094	1789	553	7.804876385153899
Rhizosphere	maize	maize_ley	1792.L18A095	3103	1197	9.30448849158461
Rhizosphere	maize	maize_ley	1792.L18A096	2454	974	8.820097106523887
Rhizosphere	maize	maize_ley	1792.L19A094	1231	263	6.445004773547224
Rhizosphere	maize	maize_ley	1792.L19A095	5586	830	7.691181205246236
Rhizosphere	maize	maize_ley	1792.L19A096	2841	675	7.283297081277725
Rhizosphere	maize	maize_ley	1792.L20A094	1514	516	7.614592472405895
Rhizosphere	maize	maize_ley	1792.L20A095	3599	1193	8.616155132343186
Rhizosphere	maize	maize_ley	1792.L20A096	2326	777	8.159124499542546
Rhizosphere	maize	maize_ley	1792.L21A094	3835	474	5.8936138846904065
Rhizosphere	maize	maize_ley	1792.L21A095	1077	398	7.426875004971548
Rhizosphere	maize	maize_ley	1792.L21A096	3887	808	7.560978905374911
Rhizosphere	maize	maize_ley	1792.L22A094	1070	397	7.457917923828036
Rhizosphere	maize	maize_ley	1792.L22A095	3335	673	6.80072202904674
Rhizosphere	maize	maize_ley	1792.L22A096	1485	597	8.267096639119671
Rhizosphere	maize	maize_ley	1792.L23A094	3641	379	6.07607672032561
Rhizosphere	maize	maize_ley	1792.L23A095	2279	737	7.758699072695479
Rhizosphere	maize	maize_ley	1792.L24A094	4155	1090	7.984614112154368
Rhizosphere	maize	maize_ley	1792.L24A095	3514	496	7.391896036745061
Rhizosphere	maize	maize_ley	1792.L24A096	1744	523	7.55899227714876
Rhizosphere	maize	maize_ley	1792.L25A095	4155	1427	9.315169206922725
Rhizosphere	maize	maize_ley	1792.L25A096	2237	735	7.938207231908982
Rhizosphere	maize	maize_ley	1792.L26A094	1007	451	7.6157931477196925
Rhizosphere	maize	maize_ley	1792.L26A095	2070	743	8.217182657706989
Rhizosphere	maize	maize_ley	1792.L26A096	2412	897	8.784143594210981
Rhizosphere	maize	maize_ley	1792.L27A094	1814	358	6.360721121035534
Rhizosphere	maize	maize_ley	1792.L27A095	3355	1199	9.041588074312854
Rhizosphere	maize	maize_ley	1792.L27A096	1555	748	8.97936586275038
Rhizosphere	maize	maize_ley	1792.L29A094	2297	990	9.028897349602916
Rhizosphere	maize	maize_ley	1792.L29A095	1624	654	8.397702775414263
Rhizosphere	maize	maize_ley	1792.L29A096	1120	457	7.852924261199278
Rhizosphere	maize	maize_ley	1792.L30A094	3846	409	5.713073430473477
Rhizosphere	maize	maize_ley	1792.L30A095	3522	248	5.751444124420406
Rhizosphere	maize	maize_ley	1792.L30A096	1838	389	6.230922424919819
Rhizosphere	maize	maize_ley	1792.L31A094	4392	565	6.34185413122159
Rhizosphere	maize	maize_ley	1792.L31A095	1692	447	7.216552402336544
Rhizosphere	maize	maize_ley	1792.L31A096	4661	715	6.411117828908848
Rhizosphere	maize	maize_ley	1792.L32A094	8657	1778	8.533791505450612
Rhizosphere	maize	maize_ley	1792.L32A095	3611	534	6.2718091296353276
Rhizosphere	maize	maize_ley	1792.U427A61	1200	486	8.15449902177451
Rhizosphere	maize	maize_ley	1792.U427A62	3142	796	7.84660016592478
Rhizosphere	maize	maize_ley	1792.U429A61	1037	445	7.980984142610613
Rhizosphere	maize	maize_ley	1792.U429A62	3471	1004	8.7933463534465
Rhizosphere	maize	maize_ley	1792.U429A63	2568	802	8.82656522246898
Rhizosphere	maize	maize_ley	1792.U433A61	2800	772	8.408457386710499
Rhizosphere	maize	maize_ley	1792.U433A62	1273	473	7.803468961444375
Rhizosphere	maize	maize_ley	1792.U433A63	2181	709	8.55143764702815
Rhizosphere	maize	maize_ley	1792.U435A61	2265	525	7.5978565077693565
Rhizosphere	maize	maize_ley	1792.U443A61	1212	488	8.099550106101766
Rhizosphere	maize	maize_ley	1792.U443A62	2132	961	9.298650046532757
Rhizosphere	maize	maize_ley	1792.U443A63	4266	975	8.483213554631938
Rhizosphere	maize	maize_ley	1792.U445A61	1328	353	6.976642951145517
Rhizosphere	maize	maize_ley	1792.U447A61	1744	736	8.717176355089007
Rhizosphere	maize	maize_ley	1792.U447A62	2300	945	9.112978869874743
Rhizosphere	maize	maize_ley	1792.U457A62	1371	381	7.244009721610178
Rhizosphere	maize	maize_ley	1792.U463A61	2670	754	8.216282454155664
Rhizosphere	maize	maize_ley	1792.U463A62	1227	484	8.037540946214039
Rhizosphere	maize	maize_ley	1792.U463A63	1185	347	7.072926625434609
Rhizosphere	maize	maize_ley	1792.U471A61	2021	635	8.18877931627458
Rhizosphere	maize	maize_ley	1792.U471A62	2159	907	9.035743673381289
Rhizosphere	maize	maize_ley	1792.U471A63	1280	524	8.29179858434574
Rhizosphere	maize	maize_ley	1792.U473A61	2467	894	8.915535274564787
Rhizosphere	maize	maize_ley	1792.U473A62	4415	1015	8.720445837315799
Rhizosphere	maize	maize_ley	1792.U475A62	1304	347	6.763523223790689
Rhizosphere	maize	maize_ley	1792.U475A63	4008	1056	8.389190814722392
Rhizosphere	maize	maize_ley	1792.U477A61	1657	592	8.412751432023303
Rhizosphere	maize	maize_ley	1792.U477A62	1411	420	7.709382262526759
Rhizosphere	maize	maize_ley	1792.U477A63	2073	558	7.9425655314872206
Rhizosphere	maize	maize_ley	1792.U481A63	1741	784	8.914224534945877
Rhizosphere	maize	maize_ley	1792.U491A62	2469	974	9.081416904724733
Rhizosphere	maize	maize_ley	1792.U491A63	1319	616	8.605111625774724
Rhizosphere	maize	maize_ley	1792.U493A61	2504	753	8.253570572699536
Rhizosphere	maize	maize_ley	1792.U493A62	2720	874	8.759470521485897
Rhizosphere	maize	maize_ley	1792.U493A63	3810	967	8.663801256854923
Rhizosphere	maize	maize_ley	1792.U495A62	1781	619	8.329107447694518
Rhizosphere	maize	maize_ley	1792.U497A61	1861	916	9.363472620599415
Rhizosphere	maize	maize_ley	1792.U497A62	2132	679	8.276178863088882
Rhizosphere	maize	maize_ley	1792.U499A61	1181	557	8.542275107800329
Rhizosphere	maize	maize_ley	1792.U499A62	1791	736	8.645021274497239
Rhizosphere	maize	maize_ley	1792.U503A62	3264	866	8.199065066803831
Rhizosphere	maize	maize_ley	1792.U503A63	2015	808	8.80343359603705
Rhizosphere	maize	maize_ley	1792.U505A61	3331	791	8.22614183463573
Rhizosphere	maize	maize_ley	1792.U505A62	1224	523	8.052056707219744
Rhizosphere	maize	maize_ley	1792.U505A63	4752	952	7.33800183712673
Rhizosphere	maize	maize_ley	1792.U507A61	2499	989	8.926494121598779
Rhizosphere	maize	maize_ley	1792.U507A62	2099	938	8.959016314725272
Rhizosphere	maize	maize_ley	1792.U507A63	1115	496	8.150433744391048
Rhizosphere	maize	maize_ley	1792.U509A63	1030	397	7.0720767751417934
Rhizosphere	maize	maize_ley	1792.U513A62	4035	1038	8.68719865162973
Rhizosphere	maize	maize_ley	1792.U513A63	1073	431	7.964945175203375
Rhizosphere	maize	maize_ley	1792.U515A62	1560	801	9.17010688134395
Rhizosphere	maize	maize_ley	1792.U519A63	2772	875	7.709913451071526
Rhizosphere	maize	maize_ley	1792.U525A62	1268	423	7.763925202258023
Rhizosphere	maize	maize_ley	1792.U525A63	1280	697	8.910021712059514
Rhizosphere	maize	maize_ley	1792.U527A62	2680	564	7.219265378685913
Rhizosphere	maize	maize_ley	1792.U527A63	2476	638	8.065508426744044
Rhizosphere	maize	maize_ley	1792.U537A61	2370	817	8.528992213992632
Rhizosphere	maize	maize_ley	1792.U537A62	1906	700	8.460407925325274
Rhizosphere	maize	maize_ley	1792.U537A63	2962	981	8.823831084566097
Rhizosphere	Rice	rice_edwards	JE.Lundberg.1	16416	2713	9.808302840501062
Rhizosphere	Rice	rice_edwards	JE.Lundberg.10	38749	3746	9.8190481690284
Rhizosphere	Rice	rice_edwards	JE.Lundberg.100	36838	4151	10.226147309522426
Rhizosphere	Rice	rice_edwards	JE.Lundberg.103	29272	3430	9.787862049494821
Rhizosphere	Rice	rice_edwards	JE.Lundberg.106	33632	4121	10.283746682813423
Rhizosphere	Rice	rice_edwards	JE.Lundberg.109	24330	3505	10.11601195352269
Rhizosphere	Rice	rice_edwards	JE.Lundberg.112	35283	3956	10.086227566557278
Rhizosphere	Rice	rice_edwards	JE.Lundberg.115	29655	3520	9.92463153679723
Rhizosphere	Rice	rice_edwards	JE.Lundberg.118	29015	3820	10.235510563325533
Rhizosphere	Rice	rice_edwards	JE.Lundberg.121	29409	4055	10.261749227712682
Rhizosphere	Rice	rice_edwards	JE.Lundberg.124	49590	4708	10.409942039760324
Rhizosphere	Rice	rice_edwards	JE.Lundberg.127	41092	4162	10.248899320370013
Rhizosphere	Rice	rice_edwards	JE.Lundberg.13	9092	1952	9.65892134429561
Rhizosphere	Rice	rice_edwards	JE.Lundberg.130	36676	3985	9.964322386913466
Rhizosphere	Rice	rice_edwards	JE.Lundberg.133	40306	4383	10.256552078674618
Rhizosphere	Rice	rice_edwards	JE.Lundberg.136	45083	4564	10.261918277255388
Rhizosphere	Rice	rice_edwards	JE.Lundberg.139	40615	4279	10.112938597706927
Rhizosphere	Rice	rice_edwards	JE.Lundberg.142	43478	4618	10.367693906427403
Rhizosphere	Rice	rice_edwards	JE.Lundberg.145	48030	4342	10.33335811310451
Rhizosphere	Rice	rice_edwards	JE.Lundberg.148	71369	4749	10.092954398741506
Rhizosphere	Rice	rice_edwards	JE.Lundberg.151	45259	3815	9.826829228691977
Rhizosphere	Rice	rice_edwards	JE.Lundberg.154	57005	4525	9.981482124671897
Rhizosphere	Rice	rice_edwards	JE.Lundberg.157	65129	4545	9.765537501943856
Rhizosphere	Rice	rice_edwards	JE.Lundberg.16	45673	4069	10.004893921512569
Rhizosphere	Rice	rice_edwards	JE.Lundberg.160	69419	4919	10.046573543322554
Rhizosphere	Rice	rice_edwards	JE.Lundberg.163	90377	5459	10.074451042512319
Rhizosphere	Rice	rice_edwards	JE.Lundberg.166	58918	4625	10.121685840683762
Rhizosphere	Rice	rice_edwards	JE.Lundberg.169	44790	4431	10.31747251098996
Rhizosphere	Rice	rice_edwards	JE.Lundberg.172	54853	4576	10.28056146018543
Rhizosphere	Rice	rice_edwards	JE.Lundberg.175	63589	4564	10.226256387489777
Rhizosphere	Rice	rice_edwards	JE.Lundberg.178	103568	5596	10.19047614493992
Rhizosphere	Rice	rice_edwards	JE.Lundberg.181	67096	5152	10.278000366908822
Rhizosphere	Rice	rice_edwards	JE.Lundberg.187	52728	4702	10.30713582890678
Rhizosphere	Rice	rice_edwards	JE.Lundberg.19	39279	3710	9.922152762221865
Rhizosphere	Rice	rice_edwards	JE.Lundberg.190	58498	4279	10.260871817796367
Rhizosphere	Rice	rice_edwards	JE.Lundberg.22	37457	3686	9.908840712810857
Rhizosphere	Rice	rice_edwards	JE.Lundberg.25	41547	3275	9.684441488640577
Rhizosphere	Rice	rice_edwards	JE.Lundberg.28	54956	3753	9.595099586915444
Rhizosphere	Rice	rice_edwards	JE.Lundberg.31	47238	3587	9.68291564219837
Rhizosphere	Rice	rice_edwards	JE.Lundberg.34	41138	3661	9.90845757715241
Rhizosphere	Rice	rice_edwards	JE.Lundberg.37	48973	3465	9.678665771470577
Rhizosphere	Rice	rice_edwards	JE.Lundberg.4	38137	3741	9.8794322135773
Rhizosphere	Rice	rice_edwards	JE.Lundberg.40	44915	3662	9.884623469206767
Rhizosphere	Rice	rice_edwards	JE.Lundberg.43	59443	4047	9.92536848570944
Rhizosphere	Rice	rice_edwards	JE.Lundberg.46	48667	3579	9.727621031171036
Rhizosphere	Rice	rice_edwards	JE.Lundberg.49	29332	3655	9.87007117683341
Rhizosphere	Rice	rice_edwards	JE.Lundberg.52	30191	3920	10.168247399195597
Rhizosphere	Rice	rice_edwards	JE.Lundberg.55	30820	3796	10.086122451977706
Rhizosphere	Rice	rice_edwards	JE.Lundberg.58	22096	3135	9.719320286795329
Rhizosphere	Rice	rice_edwards	JE.Lundberg.61	23663	2569	9.10724549395526
Rhizosphere	Rice	rice_edwards	JE.Lundberg.64	20710	2838	9.499237037958292
Rhizosphere	Rice	rice_edwards	JE.Lundberg.67	28427	3212	9.579261626050574
Rhizosphere	Rice	rice_edwards	JE.Lundberg.7	30205	3532	10.038172921884533
Rhizosphere	Rice	rice_edwards	JE.Lundberg.70	26779	2681	8.956497897107985
Rhizosphere	Rice	rice_edwards	JE.Lundberg.73	51254	4045	9.995289895700049
Rhizosphere	Rice	rice_edwards	JE.Lundberg.76	41645	3735	9.877686788401348
Rhizosphere	Rice	rice_edwards	JE.Lundberg.79	45513	3904	10.000147767303906
Rhizosphere	Rice	rice_edwards	JE.Lundberg.82	74259	4521	9.995180521484144
Rhizosphere	Rice	rice_edwards	JE.Lundberg.85	12424	2097	9.470103055343374
Rhizosphere	Rice	rice_edwards	JE.Lundberg.88	51097	3904	9.78781001583753
Rhizosphere	Rice	rice_edwards	JE.Lundberg.91	43100	3937	10.058625808638
Rhizosphere	Rice	rice_edwards	JE.Lundberg.94	55831	4176	9.881282538720471
Rhizosphere	Rice	rice_edwards	JE.Lundberg.97	40772	4540	10.288060580983974
root	rockcress	boechera_wagner	M1551P14	10721	2329	9.881924826960732
root	rockcress	boechera_wagner	M1551P19	23688	2979	9.560043258932343
root	rockcress	boechera_wagner	M1551P21	42999	3507	9.656180277441132
root	rockcress	boechera_wagner	M1551P29	39377	3396	9.56001055517783
root	rockcress	boechera_wagner	M1551P31	29466	2441	8.331471652741568
root	rockcress	boechera_wagner	M1551P36	100323	4985	9.79147878141107
root	rockcress	boechera_wagner	M1551P37	57217	3242	8.282768568064071
root	rockcress	boechera_wagner	M1551P4	38308	3825	9.982665610763517
root	rockcress	boechera_wagner	M1551P47	48444	2729	8.76826364977222
root	rockcress	boechera_wagner	M1551P48	59562	3718	9.243931737654114
root	rockcress	boechera_wagner	M1551P50	52216	3466	9.329456575760428
root	rockcress	boechera_wagner	M1551P57	63413	3305	8.830459181417401
root	rockcress	boechera_wagner	M1551P59	59259	4439	9.959310462587185
root	rockcress	boechera_wagner	M1551P6	42125	3880	9.80554377709869
root	rockcress	boechera_wagner	M1551P64	65261	3550	8.989821118123102
root	rockcress	boechera_wagner	M1551P66	39870	3312	9.418731916170115
root	rockcress	boechera_wagner	M1551P67	54868	3182	8.749658484709043
root	rockcress	boechera_wagner	M1551P73	46942	3275	9.213611198768783
root	rockcress	boechera_wagner	M1551P80	62968	3613	9.218042456851876
root	rockcress	boechera_wagner	M1551P81	52216	2969	8.75623030303003
root	rockcress	boechera_wagner	M1551P82	29315	3600	10.073548627545518
