Compartment	host_common_name	study	SampleID	depth	richness	shannon
root	rockcress	boechera_wagner	M1551P83	69204	4281	9.940673189670262
root	rockcress	boechera_wagner	M1551P86	40128	2960	8.847931213273228
root	rockcress	boechera_wagner	M1551P90	74005	4287	9.518158719664058
root	rockcress	boechera_wagner	M1551P92	68406	3728	9.010035989845607
root	rockcress	boechera_wagner	M1554P103	16024	1966	8.32598017358793
root	rockcress	boechera_wagner	M1554P107	36623	2893	9.010651326687602
root	rockcress	boechera_wagner	M1554P110	29101	2723	9.095700715444266
root	rockcress	boechera_wagner	M1554P111	42134	2932	9.016201914899682
root	rockcress	boechera_wagner	M1554P112	40027	3086	9.412002879136292
root	rockcress	boechera_wagner	M1554P118	26872	2488	9.084606492445195
root	rockcress	boechera_wagner	M1554P119	34283	3280	9.672419083896624
root	rockcress	boechera_wagner	M1554P123	26108	3448	10.048135394041335
root	rockcress	boechera_wagner	M1554P124	23524	3096	9.942489887786222
root	rockcress	boechera_wagner	M1554P128	55439	3344	9.045177970504819
root	rockcress	boechera_wagner	M1554P130	51137	3779	9.644259567514851
root	rockcress	boechera_wagner	M1554P132	53158	2959	8.846190699842294
root	rockcress	boechera_wagner	M1554P135	71153	3399	9.141669303262223
root	rockcress	boechera_wagner	M1554P136	30748	3647	9.994505003709298
root	rockcress	boechera_wagner	M1554P137	29746	3574	9.949461718886878
root	rockcress	boechera_wagner	M1554P138	20063	2425	9.144370398870832
root	rockcress	boechera_wagner	M1554P141	45143	4199	10.082849498562485
root	rockcress	boechera_wagner	M1554P160	45664	3934	9.870987466179255
root	rockcress	boechera_wagner	M1554P163	22115	3012	9.82862975967136
root	rockcress	boechera_wagner	M1554P166	43523	4357	10.176528684892482
root	rockcress	boechera_wagner	M1554P175	36809	3666	9.920661590567134
root	rockcress	boechera_wagner	M1554P179	47164	3351	8.876334396645442
root	rockcress	boechera_wagner	M1554P182	38235	2889	9.014644139269798
root	rockcress	boechera_wagner	M1554P184	63186	3914	9.577741924489871
root	rockcress	boechera_wagner	M1555P190	55295	3322	8.770217117708627
root	rockcress	boechera_wagner	M1555P192	33738	3606	9.804844331887711
root	rockcress	boechera_wagner	M1555P199	47204	4242	10.11694705740732
root	rockcress	boechera_wagner	M1555P200	43142	4179	10.167576470143967
root	rockcress	boechera_wagner	M1555P201	47709	3037	8.848159172627003
root	rockcress	boechera_wagner	M1555P205	28630	3301	9.877066326928242
root	rockcress	boechera_wagner	M1555P207	19410	2820	9.776269647129057
root	rockcress	boechera_wagner	M1555P212	39735	3025	8.795918447090171
root	rockcress	boechera_wagner	M1555P214	41384	3925	10.005043304337303
root	rockcress	boechera_wagner	M1555P216	53614	3174	8.6107830369985
root	rockcress	boechera_wagner	M1555P221	56508	3630	9.241759960064563
root	rockcress	boechera_wagner	M1555P223	49115	3079	8.800807032003398
root	rockcress	boechera_wagner	M1555P226	53219	4191	9.843734306212491
root	rockcress	boechera_wagner	M1555P231	34503	2832	9.00009273479793
root	rockcress	boechera_wagner	M1555P232	46952	3814	9.653369857212878
root	rockcress	boechera_wagner	M1555P233	30404	2891	9.104567703075944
root	rockcress	boechera_wagner	M1555P235	47963	3007	8.962686568365564
root	rockcress	boechera_wagner	M1555P238	44837	3764	9.66007919765853
root	rockcress	boechera_wagner	M1555P239	38770	2724	8.6260519987796
root	rockcress	boechera_wagner	M1555P240	38585	2698	8.182412565978959
root	rockcress	boechera_wagner	M1555P243	44478	3010	9.075256435556735
root	rockcress	boechera_wagner	M1555P256	41567	3187	9.199889272535591
root	rockcress	boechera_wagner	M1555P260	48881	4571	10.286095224947934
root	rockcress	boechera_wagner	M1555P261	42447	3252	9.26271202453162
root	rockcress	boechera_wagner	M1555P265	42627	3673	9.679791052954076
root	rockcress	boechera_wagner	M1555P270	56925	4598	10.208500214513089
root	rockcress	boechera_wagner	M1555P272	52873	3617	9.244585964412238
root	rockcress	boechera_wagner	M1555P276	72282	4594	9.992487648174667
root	rockcress	boechera_wagner	M1690P1382	36546	3518	9.576649988415353
root	rockcress	boechera_wagner	M1690P1386	41839	3107	7.889633500536127
root	rockcress	boechera_wagner	M1690P1411	55839	4441	10.252671249869156
root	rockcress	boechera_wagner	M1955P738	17386	2426	9.144861221366929
root	rockcress	boechera_wagner	M1955P745	39684	3773	9.835821744100079
root	rockcress	boechera_wagner	M1955P746	24562	2946	9.35096852999288
root	rockcress	boechera_wagner	M1955P747	27175	2574	8.86304795368974
root	rockcress	boechera_wagner	M1955P751	53502	4131	9.152220600401986
root	rockcress	boechera_wagner	M1955P753	32227	3544	9.765416942972035
root	rockcress	boechera_wagner	M1955P755	32197	3550	9.721175626537372
root	rockcress	boechera_wagner	M1955P760	42356	3855	10.001028976695308
root	rockcress	boechera_wagner	M1955P762	30229	3374	9.743405366026325
root	rockcress	boechera_wagner	M1955P778	36895	3036	9.025361449748486
root	rockcress	boechera_wagner	M1955P787	34547	3438	9.55732722359674
root	rockcress	boechera_wagner	M1955P788	31412	3232	9.664479022526676
root	rockcress	boechera_wagner	M1955P803	50402	4228	9.925133035358915
root	rockcress	boechera_wagner	M1955P810	29051	2402	8.06737225216077
root	rockcress	boechera_wagner	M1955P818	11170	2412	9.905776340420637
root	rockcress	boechera_wagner	M1956P857	15998	1809	8.313219535587518
root	rockcress	boechera_wagner	M1956P863	2057	903	9.089668634694627
root	rockcress	boechera_wagner	M1956P871	17885	2489	9.311817169997562
root	rockcress	boechera_wagner	M1956P875	18919	2605	9.376033672552254
root	rockcress	boechera_wagner	M1956P883	14512	1608	7.42220596314796
root	rockcress	boechera_wagner	M1956P894	20637	2350	8.218972293242073
root	rockcress	boechera_wagner	M1956P901	6891	1456	8.970350901225443
root	rockcress	boechera_wagner	M1956P906	16602	2218	9.203372025488873
root	rockcress	boechera_wagner	M1957P922	15010	2595	9.639037925278956
root	rockcress	boechera_wagner	M1957P925	28429	3094	9.559107221535797
root	rockcress	boechera_wagner	M1957P949	14286	2068	9.109024995076432
root	rockcress	boechera_wagner	M1957P962	17412	2716	9.525561183296544
root	rockcress	boechera_wagner	M1957P969	24154	2883	9.368205105837717
root	rockcress	boechera_wagner	M1957P984	28809	3082	9.30394789831877
root	rockcress	boechera_wagner	M1957P985	26804	3216	9.839063309549966
root	rockcress	boechera_wagner	M1957P995	20343	2944	9.661502370340408
root	rockcress	boechera_wagner	M1958P1041	34386	3695	10.07557338042177
root	rockcress	boechera_wagner	M1958P1048	35840	2980	8.736637024356574
root	rockcress	boechera_wagner	M1958P1065	39010	2916	8.795164614670119
root	rockcress	boechera_wagner	M1958P1076	49726	4217	10.083861304977493
root	rockcress	boechera_wagner	M1958P1091	43756	3598	9.477601229140463
root	rockcress	boechera_wagner	M1958P1101	39726	3821	9.79131312426342
root	rockcress	boechera_wagner	M1959P1108	33848	3503	9.788908749366103
root	rockcress	boechera_wagner	M1959P1113	57425	4120	9.60333186679031
root	rockcress	boechera_wagner	M1959P1119	48881	3323	9.026822353924427
root	rockcress	boechera_wagner	M1959P1125	20127	3084	9.850825287631597
root	rockcress	boechera_wagner	M1959P1132	13814	2509	9.801441870832194
root	rockcress	boechera_wagner	M1959P1135	19789	2478	9.1128436257924
root	rockcress	boechera_wagner	M1959P1152	30166	3179	9.488396956404058
root	rockcress	boechera_wagner	M1959P1164	41757	3205	9.626723150069484
root	rockcress	boechera_wagner	M1959P1181	45493	3947	9.765017731007795
root	rockcress	boechera_wagner	M1959P1185	27464	2712	9.210762296506841
root	rockcress	boechera_wagner	M1959P1186	32800	3284	9.520902909042343
root	rockcress	boechera_wagner	M1960P1216	33676	3601	9.86481652324117
root	rockcress	boechera_wagner	M1960P1220	29457	3007	9.319736816187726
root	rockcress	boechera_wagner	M1960P1222	21837	2825	9.50857649133685
root	rockcress	boechera_wagner	M1960P1231	34269	3291	9.492241420636562
root	rockcress	boechera_wagner	M1960P1253	68722	4869	10.211586303789096
root	rockcress	boechera_wagner	M1960P1256	42716	3162	8.70413213378228
root	rockcress	boechera_wagner	M1960P1266	47890	2880	8.559488261074993
root	rockcress	boechera_wagner	M1961P1292	27518	2988	9.43526268006755
root	rockcress	boechera_wagner	M1961P1297	36356	3494	9.47642465731291
root	rockcress	boechera_wagner	M1961P1300	20390	2887	9.626255499032165
root	rockcress	boechera_wagner	M1961P1314	35247	3502	9.511243874248384
root	rockcress	boechera_wagner	M1961P1323	17650	2567	9.470461512971934
root	rockcress	boechera_wagner	M1961P1334	31783	3196	9.61270823720246
root	rockcress	boechera_wagner	M1961P1365	21661	2553	9.436293038127184
root	rockcress	boechera_wagner	M1961P1371	62950	4803	10.220447943054696
root	rockcress	boechera_wagner	M1961P1372	48527	4081	10.031546878832058
root	rockcress	boechera_wagner	M1977P1687	56672	4056	9.163089392871889
root	rockcress	boechera_wagner	M1977P1691	46868	3147	8.958126004995373
root	rockcress	boechera_wagner	M1977P1694	37601	3769	9.884427555220231
root	rockcress	boechera_wagner	M1977P1695	42097	2883	8.691483632710534
root	rockcress	boechera_wagner	M1977P1704	51411	4378	10.071796011671676
root	rockcress	boechera_wagner	M1977P1705	41229	3551	9.405828818424592
root	rockcress	boechera_wagner	M1977P1706	33536	3056	9.118180373106938
root	rockcress	boechera_wagner	M1977P1709	40463	3620	9.604321257208928
root	rockcress	boechera_wagner	M1977P1712	60457	4297	10.095958607732504
root	rockcress	boechera_wagner	M1977P1713	13585	2342	9.49665589499963
root	rockcress	boechera_wagner	M1977P1714	32200	3527	9.77501621566958
root	rockcress	boechera_wagner	M1977P1715	41146	3366	9.266743803116048
root	rockcress	boechera_wagner	M1977P1718	22938	2822	9.375332806264616
root	rockcress	boechera_wagner	M1977P1736	40497	3752	9.642165880691175
root	rockcress	boechera_wagner	M1978P290	24378	3225	10.012142374706295
root	rockcress	boechera_wagner	M1978P291	22220	3076	9.877532089640642
root	rockcress	boechera_wagner	M1978P292	53710	4181	9.791913318373537
root	rockcress	boechera_wagner	M1978P293	26906	2531	8.735119215703945
root	rockcress	boechera_wagner	M1978P299	38590	2587	8.654163091809892
root	rockcress	boechera_wagner	M1978P301	34364	3902	10.12853819528327
root	rockcress	boechera_wagner	M1978P302	32914	2920	9.210195913825784
root	rockcress	boechera_wagner	M1978P307	27392	2731	9.203159693970589
root	rockcress	boechera_wagner	M1978P311	42082	4201	10.185090405622937
root	rockcress	boechera_wagner	M1978P313	59228	3394	8.734423250771451
root	rockcress	boechera_wagner	M1978P314	48279	3918	9.856646161759967
root	rockcress	boechera_wagner	M1978P317	37974	3709	9.897586467862933
root	rockcress	boechera_wagner	M1978P318	44359	3554	9.633853956345131
root	rockcress	boechera_wagner	M1978P322	36949	3237	9.414773798913082
root	rockcress	boechera_wagner	M1978P327	46295	4197	10.075063407948766
root	rockcress	boechera_wagner	M1978P328	30579	3539	9.980855188937092
root	rockcress	boechera_wagner	M1978P330	26336	2681	9.132027290805105
root	rockcress	boechera_wagner	M1978P341	30591	2846	9.241760926284982
root	rockcress	boechera_wagner	M1978P354	48768	4435	10.107439886151777
root	rockcress	boechera_wagner	M1978P356	24175	2510	8.933266312212732
root	rockcress	boechera_wagner	M1978P359	49461	3059	8.39834371149736
root	rockcress	boechera_wagner	M1979P369	20887	2803	9.669985302460177
root	rockcress	boechera_wagner	M1979P370	13160	2040	9.107323880297454
root	rockcress	boechera_wagner	M1979P373	30954	3490	9.918912788079133
root	rockcress	boechera_wagner	M1979P378	23828	3062	9.881551030292833
root	rockcress	boechera_wagner	M1979P381	12159	2225	9.495698829428614
root	rockcress	boechera_wagner	M1979P383	33425	3147	9.102969628511316
root	rockcress	boechera_wagner	M1979P387	38266	3906	10.006519230736085
root	rockcress	boechera_wagner	M1979P414	37270	3056	9.217569836256686
root	rockcress	boechera_wagner	M1979P415	45728	2927	8.931940428170867
root	rockcress	boechera_wagner	M1979P416	36832	2992	9.103420335807565
root	rockcress	boechera_wagner	M1979P417	29524	3209	9.68912477258304
root	rockcress	boechera_wagner	M1979P422	41926	3192	8.867990944303184
root	rockcress	boechera_wagner	M1979P426	36238	3734	10.02882877524856
root	rockcress	boechera_wagner	M1979P427	31296	2985	9.22041648191557
root	rockcress	boechera_wagner	M1979P445	41248	3837	9.667362741144641
root	rockcress	boechera_wagner	M1979P446	49369	3863	9.83492479485731
root	rockcress	boechera_wagner	M1979P450	20857	2185	8.785875618048545
root	rockcress	boechera_wagner	M1979P452	44720	4065	10.085649459245195
root	rockcress	boechera_wagner	M1979P457	33873	3344	9.697313317902104
root	rockcress	boechera_wagner	M1979P458	42116	3605	9.468855804888587
root	rockcress	boechera_wagner	M1979P459	49880	4418	10.129812049560245
root	rockcress	boechera_wagner	M1980P467	15919	2384	9.57893606905401
root	rockcress	boechera_wagner	M1980P470	20266	2572	9.307760458905545
root	rockcress	boechera_wagner	M1980P472	13695	1918	8.577442960415475
root	rockcress	boechera_wagner	M1980P473	21251	2850	9.64907393419978
root	rockcress	boechera_wagner	M1980P474	13144	2499	9.684007477926302
root	rockcress	boechera_wagner	M1980P475	27934	2754	8.71949263462899
root	rockcress	boechera_wagner	M1980P476	30001	3198	9.688336985546012
root	rockcress	boechera_wagner	M1980P482	42002	3544	9.32572041570378
root	rockcress	boechera_wagner	M1980P486	13747	2300	9.187036821775642
root	rockcress	boechera_wagner	M1980P493	26461	2625	9.120480941896394
root	rockcress	boechera_wagner	M1980P495	24561	2859	9.344141882536661
root	rockcress	boechera_wagner	M1980P497	63260	3868	9.32511679210855
root	rockcress	boechera_wagner	M1980P499	40274	3553	9.520904732482885
root	rockcress	boechera_wagner	M1980P500	7304	1681	9.339234871924214
root	rockcress	boechera_wagner	M1980P507	37371	3189	9.140644728522766
root	rockcress	boechera_wagner	M1980P512	43185	3460	9.311990897846304
root	rockcress	boechera_wagner	M1980P513	11327	2173	9.305910826729662
root	rockcress	boechera_wagner	M1980P516	37378	3071	9.069223973973726
root	rockcress	boechera_wagner	M1980P517	38305	3759	9.770021858202446
root	rockcress	boechera_wagner	M1980P518	55378	4669	10.307280046033965
root	rockcress	boechera_wagner	M1980P519	36973	3177	9.184260316692425
root	rockcress	boechera_wagner	M1980P525	42299	3549	9.484849441446917
root	rockcress	boechera_wagner	M1980P527	37192	4150	10.366698581871741
root	rockcress	boechera_wagner	M1980P528	15422	2381	9.166267714465816
root	rockcress	boechera_wagner	M1980P529	47839	4112	9.93033559114
root	rockcress	boechera_wagner	M1980P534	23330	2861	9.477528472841918
root	rockcress	boechera_wagner	M1980P535	29569	2870	8.962908745319792
root	rockcress	boechera_wagner	M1980P536	40532	3377	9.391647364995864
root	rockcress	boechera_wagner	M1980P537	59196	3735	9.536670037404594
root	rockcress	boechera_wagner	M1980P544	37156	3941	10.068893436269612
root	rockcress	boechera_wagner	M1980P545	11859	2478	9.736569841963096
root	rockcress	boechera_wagner	M1980P549	5389	1151	8.942425196176247
root	rockcress	boechera_wagner	M1980P552	14683	2419	9.358058360889505
root	rockcress	boechera_wagner	M1981P554	24608	2654	8.985700230438692
root	rockcress	boechera_wagner	M1981P558	33318	3251	9.526965846461431
root	rockcress	boechera_wagner	M1981P562	30403	3402	9.982976531125646
root	rockcress	boechera_wagner	M1981P566	16313	1548	6.806734088862961
root	rockcress	boechera_wagner	M1981P568	17572	3021	10.088632927425554
root	rockcress	boechera_wagner	M1981P571	32017	3299	9.624798612387266
root	rockcress	boechera_wagner	M1981P572	40803	4160	10.209055293080862
root	rockcress	boechera_wagner	M1981P573	20381	2699	9.345143710869332
root	rockcress	boechera_wagner	M1981P574	27264	3278	9.753092449919608
root	rockcress	boechera_wagner	M1981P576	29525	3336	9.732662838446188
root	rockcress	boechera_wagner	M1981P578	18907	2683	9.37929793474721
root	rockcress	boechera_wagner	M1981P579	25614	3284	9.851403320464124
root	rockcress	boechera_wagner	M1981P581	14107	2160	9.031178527485528
root	rockcress	boechera_wagner	M1981P588	43990	3781	9.60204860644456
root	rockcress	boechera_wagner	M1981P590	38004	3534	9.513194747935021
root	rockcress	boechera_wagner	M1981P591	30525	2977	8.913002218680251
root	rockcress	boechera_wagner	M1981P592	14733	2413	9.57025689938035
root	rockcress	boechera_wagner	M1981P594	36807	3482	9.556528601968678
root	rockcress	boechera_wagner	M1981P598	35973	3499	9.614714771716116
root	rockcress	boechera_wagner	M1981P602	41772	3865	9.815827055605133
root	rockcress	boechera_wagner	M1981P605	52842	3898	9.16719818844902
root	rockcress	boechera_wagner	M1981P606	41359	3773	9.634836453241876
root	rockcress	boechera_wagner	M1981P607	34424	3510	9.82106307906533
root	rockcress	boechera_wagner	M1981P610	22982	3283	10.07339813078734
root	rockcress	boechera_wagner	M1981P611	35436	3471	9.567543431876501
root	rockcress	boechera_wagner	M1981P613	36948	3631	9.801585768610211
root	rockcress	boechera_wagner	M1981P619	38665	3234	9.153554659515573
root	rockcress	boechera_wagner	M1981P620	35965	3753	9.914166704225716
root	rockcress	boechera_wagner	M1981P621	44713	3774	9.478979398351088
root	rockcress	boechera_wagner	M1981P624	53973	3761	9.309190410168398
root	rockcress	boechera_wagner	M1981P628	4157	1461	9.592689439428066
root	rockcress	boechera_wagner	M1981P631	51699	4051	9.840668831575785
root	rockcress	boechera_wagner	M1981P633	49645	3243	8.975149899196868
root	rockcress	boechera_wagner	M1981P634	39900	3551	9.36928756145734
root	rockcress	boechera_wagner	M1981P635	51957	4140	9.79019498610248
root	rockcress	boechera_wagner	M1982P645	21400	2643	9.16303904189046
root	rockcress	boechera_wagner	M1982P652	28296	3703	10.221534640683176
root	rockcress	boechera_wagner	M1982P653	14876	2428	9.486521406490189
root	rockcress	boechera_wagner	M1982P658	12516	2267	9.466067257913233
root	rockcress	boechera_wagner	M1982P659	15594	2579	9.636766016162303
root	rockcress	boechera_wagner	M1982P660	28972	3025	9.439919614014082
root	rockcress	boechera_wagner	M1982P667	24364	2782	9.109768395920677
root	rockcress	boechera_wagner	M1982P669	34459	2276	8.37533202145435
root	rockcress	boechera_wagner	M1982P672	27681	3078	9.482174530788685
root	rockcress	boechera_wagner	M1982P673	22092	3018	9.510445404096789
root	rockcress	boechera_wagner	M1982P677	29807	3343	9.638841042885879
root	rockcress	boechera_wagner	M1982P678	18880	3077	10.089601037251072
root	rockcress	boechera_wagner	M1982P680	34905	3247	8.926253803118026
root	rockcress	boechera_wagner	M1982P682	13683	2365	9.559412249668789
root	rockcress	boechera_wagner	M1982P684	41006	3641	9.826931132530536
root	rockcress	boechera_wagner	M1982P685	17238	2708	9.737884415282966
root	rockcress	boechera_wagner	M1982P687	27587	3113	9.643784354742795
root	rockcress	boechera_wagner	M1982P688	11947	2395	9.657570214550383
root	rockcress	boechera_wagner	M1982P689	32483	3742	9.993160741297041
root	rockcress	boechera_wagner	M1982P690	33136	3211	9.477380764773788
root	rockcress	boechera_wagner	M1982P692	20667	2852	9.616138792383733
root	rockcress	boechera_wagner	M1982P693	33023	2917	9.151095946019025
root	rockcress	boechera_wagner	M1982P697	33625	3434	9.65551292736379
root	rockcress	boechera_wagner	M1982P701	34795	3404	9.417241337746542
root	rockcress	boechera_wagner	M1982P703	31886	3289	9.48573918725747
root	rockcress	boechera_wagner	M1982P707	38698	3390	9.251365928772127
root	rockcress	boechera_wagner	M1982P708	26604	3019	9.278606448408969
root	rockcress	boechera_wagner	M1982P714	25246	2872	9.343294220070254
root	rockcress	boechera_wagner	M1982P716	29565	3433	9.823966930822342
root	rockcress	boechera_wagner	M1982P720	24056	2680	9.114027539257894
root	rockcress	boechera_wagner	M1982P721	8392	1534	8.690443593578998
root	rockcress	boechera_wagner	M1982P722	26889	2536	8.858389048676138
root	rockcress	boechera_wagner	M1982P729	50437	3931	9.498283070443833
root	rockcress	boechera_wagner	M1982P730	33154	3529	9.793051725726789
root	rockcress	boechera_wagner	M1982P731	34892	3956	10.162222080839602
root	rockcress	boechera_wagner	M1982P732	31836	2933	9.229329471876406
root	rockcress	boechera_wagner	M1982P734	31810	3330	9.674492485488383
root	rockcress	boechera_wagner	M1982P736	65273	4827	10.176506913482156
root	rockcress	boechera_wagner	M1992P1573	53936	3338	9.134645702371937
Root	Cannabis	cannabis	1001.SKB7	9085	871	6.252092432713251
Root	Cannabis	cannabis	1001.SKB8	10078	827	5.282743618287934
Root	Cannabis	cannabis	1001.SKB9	9792	1048	6.741189777441993
Root	Cannabis	cannabis	1001.SKD7	8736	1037	6.8339456330926
Root	Cannabis	cannabis	1001.SKD8	9233	973	6.680216013813645
Root	Cannabis	cannabis	1001.SKD9	4823	836	6.824067440826029
Root	Cannabis	cannabis	1001.SKM7	15733	1178	6.435638849730648
Root	Cannabis	cannabis	1001.SKM8	6675	769	6.353209779857722
Root	Cannabis	cannabis	1001.SKM9	11126	823	5.79041797039044
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.1.228.root.9.11.lane1.NoIndex.L001.sequences	41489	4099	9.236673869410335
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.1.23.r1.root.6.11.lane7.NoIndex.L007.sequences	242639	6083	9.11596736031152
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences	34925	3828	9.780909093974735
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.1.428.root.4.12.lane7.NoIndex.L007.sequences	41241	3038	8.120943320238851
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.1.628.root.9.12.lane7.NoIndex.L007.sequences	157945	5271	8.825965854806675
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.2.27.root.6.11.lane1.NoIndex.L001.sequences	13459	2370	9.259246109910391
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences	61070	4082	9.043821944802522
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences	44511	3906	9.410277813462619
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences	61361	4054	8.927118970652886
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.3.31.root.6.11.lane1.NoIndex.L001.sequences	34732	3509	9.401301480459697
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.3.438.root.4.12.lane7.NoIndex.L007.sequences	42396	4043	9.542616179006165
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.3.638.root.9.12.lane7.NoIndex.L007.sequences	43593	4334	9.911085230157745
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.4.243.root.9.11.lane1.NoIndex.L001.sequences	35618	3735	9.503940673014213
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.4.35.root.6.11.lane1.NoIndex.L001.sequences	42465	4261	9.82206717200872
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.4.443.root.4.12.lane7.NoIndex.L007.sequences	53208	4170	9.452584055693046
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.4.643.root.9.12.lane7.NoIndex.L007.sequences	34913	3510	9.30738003797305
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.5.248.root.9.11.lane1.NoIndex.L001.sequences	35894	3788	9.698391545251026
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.5.448.root.4.12.lane7.NoIndex.L007.sequences	35867	3069	8.891172889125599
Roots	grape	grape_gilbert	2382.DPOO1.C1.HA.5.648.root.9.12.lane7.NoIndex.L007.sequences	122936	4062	8.29799267817935
Roots	grape	grape_gilbert	2382.GM.181.R1.root.10.12.lane7.NoIndex.L007.sequences	266608	6871	8.903013292959237
Roots	grape	grape_gilbert	2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences	274100	6269	8.322723303332703
Roots	grape	grape_gilbert	2382.GM.181.R3.root.10.12.lane7.NoIndex.L007.sequences	298928	7026	8.096012797788084
Roots	grape	grape_gilbert	2382.GM.181.R4.root.10.12.lane7.NoIndex.L007.sequences	364444	7170	8.187770121242679
Roots	grape	grape_gilbert	2382.GM.181.R5.root.10.12.lane7.NoIndex.L007.sequences	415610	6896	7.857391049317539
Roots	grape	grape_gilbert	2382.HE003.C181.HA.1.123.root.6.11.lane1.NoIndex.L001.sequences	39979	3320	8.597790576289581
Roots	grape	grape_gilbert	2382.HE003.C181.HA.1.353.root.9.11.lane1.NoIndex.L001.sequences	33086	2810	8.577295446310016
Roots	grape	grape_gilbert	2382.HE003.C181.HA.1.553.root.4.12.lane7.NoIndex.L007.sequences	47195	3379	8.441300881127715
Roots	grape	grape_gilbert	2382.HE003.C181.HA.1.753.root.9.12.lane7.NoIndex.L007.sequences	186844	4642	7.399791187140848
Roots	grape	grape_gilbert	2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences	50153	3776	9.078562864433028
Roots	grape	grape_gilbert	2382.HE003.C181.HA.2.358.root.9.11.lane1.NoIndex.L001.sequences	45276	3711	9.173278495154584
Roots	grape	grape_gilbert	2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences	50944	3350	8.939760585640984
Roots	grape	grape_gilbert	2382.HE003.C181.HA.2.758.root.9.12.lane7.NoIndex.L007.sequences	123103	4383	8.019703926943892
Roots	grape	grape_gilbert	2382.HE003.C181.HA.3.131.r1.root.6.11.lane7.NoIndex.L007.sequences	223542	4152	6.168293258812327
Roots	grape	grape_gilbert	2382.HE003.C181.HA.3.131.root.6.11.lane1.NoIndex.L001.sequences	31964	3095	8.689223659339365
Roots	grape	grape_gilbert	2382.HE003.C181.HA.3.363.root.9.11.lane1.NoIndex.L001.sequences	53858	4490	9.349411355141514
Roots	grape	grape_gilbert	2382.HE003.C181.HA.3.563.root.4.12.lane7.NoIndex.L007.sequences	35713	3685	9.733401849781774
Roots	grape	grape_gilbert	2382.HE003.C181.HA.3.763.root.9.12.lane7.NoIndex.L007.sequences	38698	2781	8.578002688782924
Roots	grape	grape_gilbert	2382.HE003.C181.HA.4.135.root.6.11.lane1.NoIndex.L001.sequences	47781	3525	8.933597774812817
Roots	grape	grape_gilbert	2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences	47329	4335	9.442162636177972
Roots	grape	grape_gilbert	2382.HE003.C181.HA.4.568.root.4.12.lane7.NoIndex.L007.sequences	41015	3007	8.617124346289796
Roots	grape	grape_gilbert	2382.HE003.C181.HA.4.768.root.9.12.lane7.NoIndex.L007.sequences	99168	4315	9.124875739284334
Roots	grape	grape_gilbert	2382.HE003.C181.HA.5.139.root.6.11.lane1.NoIndex.L001.sequences	37089	3208	9.077046255481484
Roots	grape	grape_gilbert	2382.HE003.C181.HA.5.373.root.9.11.lane1.NoIndex.L001.sequences	41528	3648	9.004762338921479
Roots	grape	grape_gilbert	2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences	28898	2570	8.465467616320694
Roots	grape	grape_gilbert	2382.HE003.C181.HA.5.773.root.9.12.lane7.NoIndex.L007.sequences	136935	4937	9.225684494281696
Roots	grape	grape_gilbert	2382.MU002.C3.HA.1.278.root.9.11.lane1.NoIndex.L001.sequences	46478	3795	9.18733698719923
Roots	grape	grape_gilbert	2382.MU002.C3.HA.1.478.root.4.12.lane7.NoIndex.L007.sequences	67241	3548	8.665610512939063
Roots	grape	grape_gilbert	2382.MU002.C3.HA.1.63.root.6.11.lane1.NoIndex.L001.sequences	58233	4150	8.899845992504977
Roots	grape	grape_gilbert	2382.MU002.C3.HA.1.678.root.9.12.lane7.NoIndex.L007.sequences	104832	4891	8.999652794599255
Roots	grape	grape_gilbert	2382.MU002.C3.HA.2.283.root.9.11.lane1.NoIndex.L001.sequences	43595	3541	8.053524290727871
Roots	grape	grape_gilbert	2382.MU002.C3.HA.2.67.root.6.11.lane1.NoIndex.L001.sequences	32668	3332	8.958484556022835
