SampleID	host_common_name	host_subject_id	study	Site	Compartment	From	Experiment	LatinName	MDS1	MDS2	MDS3	MDS4	MDS5
Mix.40	Rice	NA	domestication	Arbuckle	Bulk Soil	A	Mix	Oryza sativa	-0.6189592985565916	0.6533493223575538	0.5243536661203987	-0.8103690120682732	0.7489426940844673
Mix.41	Rice	NA	domestication	Sacramento	Rhizosphere	N	Mix	Oryza sativa	-0.43226201436313416	-0.7085539289216533	0.6164355148722543	0.23510324961246898	-0.15380025349861365
Mix.42	Rice	NA	domestication	Sacramento	Rhizosphere	N	Mix	Oryza sativa	-0.5964347084468415	-0.7148714933486354	0.5740938996734007	0.23758666946849516	-0.33872781037344474
Mix.43	Rice	NA	domestication	Sacramento	Rhizosphere	N	Mix	Oryza sativa	-0.2278604248734154	-0.9629835279577817	0.540340257135088	0.5003634689857456	-0.29502763272837074
Mix.44	Rice	NA	domestication	Sacramento	Endosphere	N	Mix	Oryza sativa	1.1937637318296626	-0.6147959418229288	0.3768833214399855	0.7177143522565806	1.3692179678382497
Mix.45	Rice	NA	domestication	Sacramento	Endosphere	N	Mix	Oryza sativa	1.1788725452265787	-0.5039544724700306	0.3149172384788591	0.7015850374122234	1.0032337479578728
Mix.46	Rice	NA	domestication	Sacramento	Endosphere	N	Mix	Oryza sativa	1.2240277530442805	-0.5740859362301495	0.2272976369396196	0.7413657709595441	1.0953281852714287
Mix.47	Rice	NA	domestication	Sacramento	Bulk Soil	N	Mix	Oryza sativa	-0.8383458585866693	-0.8970336913894493	0.6878179464309223	0.4793910130981321	-0.9961539514474397
Mix.48	Rice	NA	domestication	Sacramento	Bulk Soil	N	Mix	Oryza sativa	-0.929722165220241	-0.8431513725495738	0.6475975779414453	0.37603139704116234	-0.8922796730297822
Mix.5	Rice	NA	domestication	Arbuckle	Bulk Soil	A	Mix	Oryza sativa	-0.4499495714543285	0.1509109673821767	0.5575336132611204	-0.707228224093594	0.6014606905073555
Mix.6	Rice	NA	domestication	Arbuckle	Bulk Soil	A	Mix	Oryza sativa	-0.6061718454484242	0.39958875210534783	0.5168547754843175	-0.7180355418672658	0.8362646157847446
